Year,Company,Drive_ID,Drive_Mode,Eligible_Branches,Students_Eligible,Students_Applied,Students_Shortlisted,Students_Selected
2018,"Hans, Nagar and Bassi",c18f24c2-ab8a-4e75-b1cb-e77ead89c5fb,Offline,"Mechanical Engineering – Mechatronics,Computer Science & Business Systems,Computer Engineering – Software Engineering,CSE – Blockchain Technology,CSE – Mobile Applications & Cloud Technology",832,1008,481,195
2018,"Kulkarni, Patil and Kalla",41f6864e-4a61-4b69-a238-34e0656b796d,Online,"Computer Science & Engineering – Data Science,CSE – Cyber Physical Systems,Mechanical Engineering – Robotics,CSE – Cloud Technology & Information Security,Mechanical Engineering",1454,617,436,182
2018,Butala Ltd,26a36c92-ba72-4498-9551-fcc93142cc3b,Offline,"EEE – Electric Vehicles / Microgrid Technologies,CSE – Artificial Intelligence & Machine Learning,Computer Science & Engineering – Data Science,Electronics & Communication Engineering (ECE),Electrical & Electronics Engineering (EEE)",529,1100,404,46
2018,"Seth, Dugal and Bajaj",8945eaf0-8fd0-4585-8437-7af45d064f56,Online,"CSE – Cyber Physical Systems,Computer Science & Engineering (CSE),ECE – Robotics,EEE – Electric Vehicles / Microgrid Technologies,CSE – Artificial Intelligence & Machine Learning",324,1449,157,129
2018,"Tella, Rana and Basu",316e05b5-37e6-462f-b38c-bb837564a791,Offline,"Electrical & Electronics Engineering (EEE),Computer Science & Engineering (CSE),Computer Science & Engineering – Data Science,EEE – Electric Vehicles / Microgrid Technologies,ECE – VLSI Design & Technology",1645,353,309,31
2018,Kumar and Sons,3ceae3d1-0b8f-49eb-b6fb-e9ae38912b27,Online,"Civil Engineering – Environmental Geotechnology,Electronics & Communication Engineering (ECE),CSE – Cyber Physical Systems,Civil Engineering,ECE – VLSI Design & Technology",1813,253,250,7
2018,Krish Ltd,f0f23c90-ea5d-4603-baea-57714d49a753,Online,"Civil Engineering,CSE – Internet of Things (IoT),EEE – Electric Vehicles / Microgrid Technologies,CSE – Cyber Physical Systems,Computer Science & Engineering (CSE)",1040,244,206,193
2018,Pathak-Salvi,50666e1e-acef-4a3e-bbb2-26537eb9439c,Offline,"Computer Science & Engineering (CSE),Electronics & Communication Engineering (ECE),CSE – Blockchain Technology,CSE – Artificial Intelligence,Mechanical Engineering",1578,148,469,186
2018,Zacharia LLC,045395ac-7a30-414b-938f-1ddad0cb252c,Online,"CSE – Artificial Intelligence,CSE – AI-Driven DevOps,CSE – Artificial Intelligence & Data Engineering,Electronics & Communication Engineering (ECE),Mechanical Engineering – Mechatronics",1014,505,343,165
2018,Char-Magar,c454d096-9ffb-4fee-a9d5-be7566b5b375,Offline,"CSE – Cyber Physical Systems,CSE – AI-Driven DevOps,Mechanical Engineering – Robotics,CSE – Cloud Technology & Information Security,Computer Science & Engineering (CSE)",804,1295,353,178
2018,Varughese-Khalsa,ca982dd2-3bec-4643-a549-fb850c602d56,Online,"Electronics & Communication Engineering (ECE),CSE – Mobile Applications & Cloud Technology,Mechanical Engineering – Robotics,Civil Engineering – Environmental Geotechnology,Computer Science & Engineering – Data Science",635,625,111,94
2018,Bhagat-Tak,5143b430-4cb4-4054-9425-59aae72bc12d,Online,"CSE – Blockchain Technology,CSE – Cloud Technology & Information Security,Electrical & Electronics Engineering (EEE),Mechanical Engineering,Computer Science & Business Systems",1444,1203,97,40
2018,Sengupta Ltd,44351a8a-ef23-4e1e-b45f-116ff17c3da5,Online,"EEE – Electric Vehicles / Microgrid Technologies,Computer Engineering – Software Engineering,CSE – AI-Driven DevOps,ECE – Robotics,Mechanical Engineering – Robotics",513,1197,112,164
2018,"Sagar, Naik and Varghese",2fd2d27b-926b-4d67-9091-316e2bace0e6,Online,"Civil Engineering – Construction Technology,Computer Science & Business Systems,Computer Engineering – Software Engineering,Electronics & Communication Engineering (ECE),CSE – Blockchain Technology",989,1078,301,124
2018,Sheth Group,a6192f33-c914-4bf8-9c28-109140286247,Online,"EEE – Electric Vehicles / Microgrid Technologies,ECE – VLSI Design & Technology,Mechanical Engineering – Mechatronics,Electronics & Communication Engineering (ECE),Civil Engineering – Construction Technology",1963,1362,145,193
2018,Barad PLC,8839ae99-a7c9-40e2-bc75-834002f34ebf,Online,"CSE – Mobile Applications & Cloud Technology,Computer Science & Engineering – Data Science,ECE – VLSI Design & Technology,CSE – Cyber Physical Systems,CSE – AI-Driven DevOps",1894,1435,376,149
2018,"Rama, Kapoor and Bhattacharyya",2da59bb2-edfd-4ecf-9594-01ee55532348,Offline,"CSE – Artificial Intelligence,Computer Engineering – Software Engineering,Electronics & Communication Engineering (ECE),Mechanical Engineering – Mechatronics,ECE – Robotics",1506,385,414,122
2018,"Mandal, Pillai and Goswami",1f7bbfe2-6bd4-41f9-b422-40eb122494db,Online,"ECE – VLSI Design & Technology,Mechanical Engineering – Robotics,CSE – Cloud Technology & Information Security,CSE – Cyber Physical Systems,Civil Engineering – Construction Technology",1202,819,230,138
2018,Dass LLC,8e1e4da7-5ef3-4700-88c9-7b281f943a9d,Online,"Civil Engineering – Environmental Geotechnology,CSE – Artificial Intelligence,Computer Science & Engineering – Data Science,CSE – Blockchain Technology,Computer Science & Business Systems",1078,277,146,10
2018,Garde-Bera,f7d61eda-ae98-4d17-9203-325d963e01fd,Offline,"Civil Engineering – Environmental Geotechnology,CSE – Cloud Technology & Information Security,Mechanical Engineering – Mechatronics,Civil Engineering – Construction Technology,CSE – Internet of Things (IoT)",546,606,230,130
2018,Nagy Inc,1c00d469-6ea7-44ef-856f-44a5d7100832,Offline,"CSE – AI-Driven DevOps,Civil Engineering,Mechanical Engineering – Robotics,CSE – Artificial Intelligence & Machine Learning,Electrical & Electronics Engineering (EEE)",1065,756,81,172
2018,"Saraf, Das and Kuruvilla",b08126e0-a4a4-4972-93bb-0f77428a82fc,Online,"ECE – VLSI Design & Technology,Civil Engineering,CSE – Cyber Physical Systems,Electrical & Electronics Engineering (EEE),Computer Science & Engineering – Data Science",602,905,293,171
2018,"Sahota, Nagy and Gulati",d88994e1-0718-4abb-85b1-60c101078e07,Online,"CSE – Artificial Intelligence & Machine Learning,CSE – Mobile Applications & Cloud Technology,CSE – Blockchain Technology,Civil Engineering – Environmental Geotechnology,CSE – Cloud Technology & Information Security",217,985,491,75
2018,Randhawa-Warrior,f99046ec-b1a3-4ea8-8f97-cf2f8e300c0b,Online,"Electrical & Electronics Engineering (EEE),ECE – VLSI Design & Technology,CSE – Mobile Applications & Cloud Technology,Computer Science & Engineering (CSE),CSE – AI-Driven DevOps",1188,1046,175,45
2018,"Yadav, Contractor and Som",7c37ce32-76cf-4146-840e-a786a2618c0a,Offline,"CSE – Blockchain Technology,Mechanical Engineering,CSE – Cloud Technology & Information Security,Civil Engineering – Environmental Geotechnology,Mechanical Engineering – Robotics",298,1080,116,194
2018,Vaidya Group,1b5fd473-9b31-4f0d-ad02-dff161a9603d,Online,"CSE – Artificial Intelligence,Computer Science & Engineering – Data Science,Electrical & Electronics Engineering (EEE),Computer Engineering – Software Engineering,CSE – Cyber Physical Systems",902,936,257,60
2018,"Contractor, Pandit and Shanker",58b2af67-2960-46e3-8697-616affa19657,Offline,"CSE – Internet of Things (IoT),Mechanical Engineering,Computer Science & Engineering – Data Science,CSE – AI-Driven DevOps,Civil Engineering",1376,420,480,33
2018,Lala Group,89eabf2a-466c-4271-95fb-0d573d9188cb,Offline,"Computer Science & Business Systems,CSE – Artificial Intelligence,Civil Engineering,Electrical & Electronics Engineering (EEE),CSE – Cyber Physical Systems",1337,1351,137,96
2018,Pradhan Inc,67fc9c27-67bc-40c8-b373-9c71e47128b1,Offline,"CSE – Mobile Applications & Cloud Technology,ECE – Robotics,Civil Engineering,Mechanical Engineering – Robotics,Computer Engineering – Software Engineering",443,271,106,187
2018,Kari Group,daa38ead-d525-47c7-bab8-1568ee4a453c,Online,"Computer Science & Business Systems,CSE – Artificial Intelligence,Mechanical Engineering – Robotics,CSE – Artificial Intelligence & Data Engineering,CSE – Cloud Technology & Information Security",1394,348,142,176
2018,Deol Inc,e77c2790-8dc2-4cf0-9836-2463cad829fd,Online,"EEE – Electric Vehicles / Microgrid Technologies,CSE – Blockchain Technology,Computer Science & Engineering (CSE),Computer Science & Business Systems,ECE – VLSI Design & Technology",991,277,127,62
2018,"Goyal, Iyengar and Jaggi",2752b7c4-2ac6-4957-8a17-ac39e65b2268,Online,"Mechanical Engineering – Mechatronics,CSE – Cloud Technology & Information Security,CSE – Mobile Applications & Cloud Technology,CSE – Artificial Intelligence,CSE – Blockchain Technology",1677,567,334,62
2018,Korpal LLC,a3b13746-6994-446d-96b1-1da4bc25d0ec,Offline,"CSE – AI-Driven DevOps,Civil Engineering – Environmental Geotechnology,Computer Science & Engineering (CSE),CSE – Artificial Intelligence,CSE – Blockchain Technology",1754,1340,158,189
2018,Karnik LLC,4a9dfad2-4478-4c13-a730-17b3a1709b99,Online,"CSE – Internet of Things (IoT),Civil Engineering,CSE – Artificial Intelligence & Data Engineering,Electrical & Electronics Engineering (EEE),Civil Engineering – Environmental Geotechnology",687,611,302,82
2018,Vora-Amble,6c93b0e6-5eb3-4beb-b155-9172ae48f6e9,Online,"Mechanical Engineering,Mechanical Engineering – Mechatronics,ECE – VLSI Design & Technology,CSE – Blockchain Technology,CSE – Artificial Intelligence",1235,1431,432,24
2018,"Patel, Soni and Bhasin",e17aa546-0c7a-4ac8-8e99-ca262bd7f964,Offline,"Computer Science & Business Systems,Electronics & Communication Engineering (ECE),CSE – Cyber Physical Systems,Civil Engineering,Civil Engineering – Construction Technology",603,1461,357,105
2018,"Bava, Dave and Chadha",3828e674-e1b3-453e-a35a-db7d8323abf0,Offline,"Computer Engineering – Software Engineering,CSE – Internet of Things (IoT),CSE – Artificial Intelligence & Data Engineering,Computer Science & Business Systems,CSE – AI-Driven DevOps",915,1469,352,101
2018,Dugal LLC,16a5575a-966e-4a68-8d8e-7bf4e3566f39,Online,"CSE – Artificial Intelligence,Mechanical Engineering,CSE – Blockchain Technology,CSE – Artificial Intelligence & Data Engineering,Mechanical Engineering – Robotics",256,1356,178,106
2018,Upadhyay PLC,1fbf61df-8ce5-4092-af1a-3e83a54c1d9b,Offline,"CSE – Cyber Physical Systems,Computer Engineering – Software Engineering,CSE – Blockchain Technology,Civil Engineering – Construction Technology,Mechanical Engineering – Robotics",217,1222,368,123
2018,Peri-Dhaliwal,1a786354-2ddf-4332-b06f-6dd6c7ff4136,Offline,"CSE – Artificial Intelligence,CSE – Artificial Intelligence & Machine Learning,EEE – Electric Vehicles / Microgrid Technologies,ECE – VLSI Design & Technology,Electrical & Electronics Engineering (EEE)",1653,318,212,187
2018,Desai-Srivastava,9cc70dd8-e2bf-416a-bf92-acb1ec72d521,Offline,"Mechanical Engineering – Robotics,CSE – Cyber Physical Systems,Computer Science & Engineering – Data Science,ECE – VLSI Design & Technology,CSE – AI-Driven DevOps",1169,669,56,88
2018,Khosla-Kale,7c012dea-3fee-4559-8581-2cd8949b11d8,Offline,"Electronics & Communication Engineering (ECE),Computer Science & Business Systems,Electrical & Electronics Engineering (EEE),CSE – Artificial Intelligence,CSE – Artificial Intelligence & Data Engineering",407,119,316,178
2018,"Bir, Gola and Mall",96ed36b1-3766-4407-99f6-fd113be8003c,Online,"CSE – Artificial Intelligence,Mechanical Engineering – Robotics,Computer Science & Engineering (CSE),Computer Science & Engineering – Data Science,Computer Science & Business Systems",1237,1445,453,137
2018,Parikh Ltd,7dc43771-7c68-4322-acb9-6a5155068594,Online,"Mechanical Engineering – Robotics,CSE – Blockchain Technology,CSE – Artificial Intelligence & Data Engineering,CSE – Artificial Intelligence,Computer Engineering – Software Engineering",547,1098,444,186
2018,"Bahl, Modi and Oak",61925576-c95b-4adf-9219-f094481c9832,Offline,"CSE – Artificial Intelligence,Computer Science & Engineering (CSE),CSE – Cyber Physical Systems,CSE – Internet of Things (IoT),CSE – Mobile Applications & Cloud Technology",440,1271,66,188
2018,"Sekhon, Korpal and Patla",e23223b1-14b0-4a14-a71f-93c14a271350,Online,"EEE – Electric Vehicles / Microgrid Technologies,CSE – AI-Driven DevOps,ECE – Robotics,Civil Engineering – Construction Technology,CSE – Internet of Things (IoT)",761,1345,339,95
2018,Kaur Inc,78b0b69c-6b39-40aa-8073-926df8603ba3,Online,"Civil Engineering – Construction Technology,CSE – Artificial Intelligence,Computer Science & Engineering – Data Science,Mechanical Engineering,CSE – Internet of Things (IoT)",1592,1452,146,22
2018,Sant Ltd,823acead-b0f5-45cd-a933-3bd605eb8f83,Online,"CSE – Artificial Intelligence & Machine Learning,Electronics & Communication Engineering (ECE),Civil Engineering,CSE – Mobile Applications & Cloud Technology,ECE – VLSI Design & Technology",874,788,198,174
2018,Dani-Sunder,87d494f8-8d44-4a07-9101-5a7e0dc7c6d2,Online,"CSE – Internet of Things (IoT),Mechanical Engineering – Robotics,Civil Engineering – Construction Technology,EEE – Electric Vehicles / Microgrid Technologies,Electrical & Electronics Engineering (EEE)",1139,520,240,121
2018,Sangha Group,be668d66-9256-494b-b1b8-cccf6842ae17,Offline,"CSE – Artificial Intelligence,CSE – Mobile Applications & Cloud Technology,CSE – Cloud Technology & Information Security,CSE – Artificial Intelligence & Data Engineering,CSE – Artificial Intelligence & Machine Learning",1178,529,406,150
2018,Kaul-Keer,31714c19-d965-432d-bcf2-7b0fb7ed02c8,Online,"CSE – AI-Driven DevOps,Electrical & Electronics Engineering (EEE),Mechanical Engineering,CSE – Artificial Intelligence,Computer Engineering – Software Engineering",1495,1301,318,130
2018,Ghosh Inc,30764ef3-29f2-452d-b8ed-fda1e420ff66,Online,"CSE – AI-Driven DevOps,ECE – Robotics,Computer Science & Engineering (CSE),EEE – Electric Vehicles / Microgrid Technologies,CSE – Artificial Intelligence & Machine Learning",952,756,160,20
2018,Mahal-Sabharwal,898ef5e4-3213-4893-9f3e-2574ed249c9b,Offline,"Computer Engineering – Software Engineering,CSE – Cyber Physical Systems,EEE – Electric Vehicles / Microgrid Technologies,Electronics & Communication Engineering (ECE),Electrical & Electronics Engineering (EEE)",267,788,85,163
2018,"Contractor, Dass and Bajaj",5b827859-fd12-4d6a-b342-b243f50e77e8,Online,"CSE – Cloud Technology & Information Security,Civil Engineering,Civil Engineering – Environmental Geotechnology,CSE – Internet of Things (IoT),ECE – VLSI Design & Technology",750,1394,413,103
2018,Nayar-Puri,7cb3a25b-66d8-408e-bb39-8cd8451be056,Offline,"Civil Engineering,Civil Engineering – Environmental Geotechnology,CSE – Internet of Things (IoT),CSE – Artificial Intelligence & Data Engineering,CSE – Artificial Intelligence & Machine Learning",1574,156,402,128
2018,Rege Ltd,358cb1c4-5122-4777-bd4a-6cf5a4c6589f,Online,"Mechanical Engineering – Robotics,CSE – Artificial Intelligence & Data Engineering,CSE – Artificial Intelligence & Machine Learning,CSE – Mobile Applications & Cloud Technology,Computer Science & Engineering (CSE)",1394,379,374,98
2018,Golla PLC,248da14c-3183-4f39-a065-d7b7b77c0eaf,Offline,"ECE – Robotics,Mechanical Engineering – Mechatronics,Computer Science & Engineering (CSE),CSE – Internet of Things (IoT),EEE – Electric Vehicles / Microgrid Technologies",1012,514,318,200
2018,"Dhar, Ahluwalia and Pathak",b5b5cde5-28c7-48e9-bf28-6a72bf840a26,Online,"Computer Science & Engineering – Data Science,ECE – VLSI Design & Technology,CSE – Internet of Things (IoT),CSE – Cyber Physical Systems,EEE – Electric Vehicles / Microgrid Technologies",1435,1438,233,127
2018,Devi Group,6fa0da5c-3b41-418a-9d70-3a64520e828b,Online,"Mechanical Engineering,Civil Engineering – Environmental Geotechnology,Mechanical Engineering – Robotics,CSE – Artificial Intelligence & Data Engineering,Mechanical Engineering – Mechatronics",1046,661,240,178
2018,"Sahota, Ramesh and Mital",23046d05-50dc-497c-a162-4ae804857efe,Online,"CSE – Artificial Intelligence,EEE – Electric Vehicles / Microgrid Technologies,Electrical & Electronics Engineering (EEE),Civil Engineering – Environmental Geotechnology,Mechanical Engineering – Robotics",768,1164,354,92
